Country,Regional indicator,Ladder score,Standard error of ladder score,upperwhisker,lowerwhisker,Logged GDP per capita,Social support,Healthy life expectancy,Freedom to make life choices,Generosity,Perceptions of corruption,Ladder score in Dystopia,Explained by: Log GDP per capita,Explained by: Social support,Explained by: Healthy life expectancy,Explained by: Freedom to make life choices,Explained by: Generosity,Explained by: Perceptions of corruption,Dystopia + residual,Population (2020),Net Change,Density (P/Km²),Land Area (Km²),Migrants (net),Rank,Cost of Living Index,Rent Index,Cost of Living Plus Rent Index,Groceries Index,Restaurant Price Index,Local Purchasing Power Index
Belgium,Western Europe,6.863500117999999,0.034370355,6.930866241,6.796133995,10.673639300000001,0.911632538,72.00164795,0.813582063,-0.078691199,0.612297952,1.9723167419999998,1.2958427670000001,1.3986775880000002,0.964901149,0.499805421,0.146966159,0.208724052,2.348626614,11579477,50295,383,30280,48000.0,76.75,75.10499999999999,27.807499999999997,52.7175,60.510000000000005,85.56,97.3075
Brazil,Latin America and Caribbean,6.3755998609999995,0.040790688,6.4555497169999985,6.295650005,9.56643486,0.896723807,66.48016357,0.799804807,-0.101812392,0.7706012729999998,1.9723167419999998,0.952679873,1.3634641169999997,0.7661190629999999,0.48329272900000003,0.131674588,0.106518604,2.571860313,212253150,1509890,25,8358140,21200.0,382.0,41.89555555555556,12.134444444444442,27.80666666666667,29.653333333333332,36.79666666666666,42.80444444444445
Bulgaria,Central and Eastern Europe,5.101500034,0.04422117,5.188173293999999,5.014826775,9.869318962000001,0.937840343,66.80397797,0.745178163,-0.143908441,0.9355851409999999,1.9723167419999998,1.046554685,1.4605789180000002,0.7777768970000001,0.417820066,0.10383371300000001,0.0,1.2949614520000001,6958627,-51674,64,108560,-4800.0,415.25,38.050000000000004,9.0075,24.302500000000002,31.2775,32.0025,56.9325
Cambodia,Southeast Asia,4.8484001160000005,0.058006870999999995,4.962093353,4.734706879,8.249890327000001,0.773080647,61.52996826,0.9597046379999999,0.051911179,0.8227690459999999,1.9723167419999998,0.544634938,1.0714260340000001,0.587904334,0.674940348,0.233342081,0.072837502,1.663300037,16671185,232423,95,176520,-30000.0,355.0,45.67,17.63,32.4,45.08,25.71,22.53
Canada,North America and ANZ,7.2321000100000035,0.040405459999999976,7.311294556000005,7.152905464000005,10.692368509999996,0.927176654,73.60160064999995,0.9339132309999991,0.12477076799999995,0.390843362,1.9723167419999985,1.3016476629999996,1.4353919030000006,1.0225019449999992,0.6440281269999998,0.2815289200000001,0.35170185600000003,2.1952691079999997,37674770,331107,4,9093510,242032.0,203.90322580645162,66.28000000000003,28.94322580645162,48.60612903225807,61.133870967741935,63.966451612903214,115.9174193548387
Chile,Latin America and Caribbean,6.228499889,0.045723889000000004,6.318118572,6.138881207000001,10.0320549,0.879713595,69.90061951,0.7448962929999999,-0.065668367,0.838239431,1.9723167419999998,1.096992493,1.323286891,0.889260828,0.41748222700000004,0.155579001,0.06284935,2.283012867,19082804,164163,26,743532,111708.0,328.0,50.37,17.21,34.68,40.37,50.49,51.83
China,East Asia,5.123899937,0.025901663999999994,5.174667358,5.073132515,9.688568115,0.798760593,69.2891922,0.8985179070000001,-0.18142575000000002,0.7539710999999999,1.972316742,0.9905334119999999,1.132080674,0.867248535,0.6016051170000001,0.079021044,0.117255554,1.336181879,1438207241,5540090,153,9388211,-348399.0,386.1666666666667,41.81666666666667,22.93166666666667,32.876666666666665,39.345,31.49833333333333,82.86500000000001
Colombia,Latin America and Caribbean,6.163400172999999,0.056480873,6.274102687999999,6.052697659,9.500369072,0.884440243,67.69958496,0.8361799120000001,-0.161235645,0.86457181,1.9723167419999998,0.93220371,1.33445096,0.8100201490000001,0.526890039,0.092374094,0.04584837,2.4216566090000002,50771878,543448,46,1109500,204796.0,463.25,33.3475,10.219999999999999,22.3975,25.925,24.8775,38.375
Costa Rica,Latin America and Caribbean,7.121399879,0.044816117999999995,7.209239482999999,7.033560276,9.658156395,0.901545942,71.29985046,0.9347389340000001,-0.10242971,0.7863324279999999,1.9723167419999998,0.981107712,1.374853611,0.9396353359999999,0.6450177429999999,0.131266311,0.096362092,2.953135014,5084636,46557,100,51060,4200.0,298.0,57.84,18.15,39.05,54.0,50.33,53.97
Croatia,Central and Eastern Europe,5.504700184,0.037783645,5.578756332,5.430644035,10.07087517,0.874623716,70.21490479,0.714838803,-0.128538325,0.916495264,1.9723167419999998,1.109024286,1.311264873,0.900575578,0.38145688200000005,0.113998979,0.012325006000000001,1.676029205,4110214,-25037,73,55960,-8001.0,325.5,50.932500000000005,11.737499999999999,32.379999999999995,40.485,42.7175,58.322500000000005
Cyprus,Western Europe,6.15899992,0.050605937999999996,6.258187771,6.0598120689999995,10.40570259,0.8059962390000001,73.70222473,0.7798582909999999,0.043731496,0.8562717440000002,1.9723167419999996,1.21279943,1.149170756,1.0261245970000001,0.4593858720000001,0.227932334,0.051207144,2.032334805,1205577,8784,131,9240,5000.0,293.6666666666667,57.663333333333334,18.126666666666665,38.949999999999996,44.193333333333335,64.73,77.48333333333333
Denmark,Western Europe,7.645599842,0.033492286,7.711244582999999,7.579955101,10.77400112,0.955990791,72.40250397,0.9514442679999999,0.06620177599999999,0.168489456,1.9723167419999998,1.326948524,1.5034492019999999,0.979332566,0.665039897,0.24279339600000002,0.49526032799999997,2.432740688,5788108,20326,137,42430,15200.0,27.5,84.0375,31.945,59.3775,63.4175,104.64250000000001,114.6175
Dominican Republic,Latin America and Caribbean,5.6891999239999995,0.069831297,5.826069355,5.552330494,9.664880753,0.882085383,65.80748749,0.8662027720000001,-0.131263286,0.755999923,1.9723167419999998,0.9831918479999999,1.328888893,0.7419016959999999,0.5628739,0.112196781,0.115945682,1.844246864,10825682,108952,225,48320,-30000.0,352.0,45.88,11.73,29.72,35.34,43.65,32.05
Ecuador,Latin America and Caribbean,5.925199986,0.052880634,6.028846263999999,5.8215537070000005,9.246058463999999,0.836418986,68.50003815,0.8598289490000001,-0.127014965,0.8012151120000001,1.9723167419999996,0.853383601,1.221027613,0.838837743,0.555234551,0.115006477,0.086753383,2.254933834,17587526,269392,71,248360,36400.0,371.0,44.25333333333333,13.43,29.663333333333338,38.51,33.29333333333333,39.96
Egypt,Middle East and North Africa,4.151400089,0.035979423999999996,4.221919537,4.0808806419999994,9.316541672,0.7354478240000001,61.78015137,0.708354175,-0.196878314,0.787726879,1.9723167419999998,0.8752289409999999,0.982539535,0.596911311,0.37368473399999996,0.068801254,0.095461793,1.158818245,101930276,1946331,103,995450,-38033.0,515.5,24.8,4.455,15.170000000000002,21.2,21.14,24.685
El Salvador,Latin America and Caribbean,6.34829998,0.058248438,6.462466717000001,6.234133244,8.909075737,0.8060922620000001,66.10826111,0.833805263,-0.12107297800000001,0.754319906,1.9723167419999998,0.748940408,1.149397612,0.752730012,0.5240439179999999,0.11893630000000001,0.11703035199999999,2.937191725,6479609,32652,313,20720,-40539.0,345.0,47.22,15.92,32.4,45.6,35.92,32.08
Estonia,Central and Eastern Europe,6.0218000410000005,0.035985194,6.0923309329999995,5.95126915,10.34001732,0.9347299929999999,68.60495758,0.87770915,-0.111697771,0.623073816,1.9723167419999998,1.192441225,1.453232527,0.842615008,0.576664805,0.12513674800000002,0.201766819,1.629928112,1326357,887,31,42390,3911.0,318.0,52.44,15.739999999999998,35.065,37.67,52.5,78.745
Ethiopia,Sub-Saharan Africa,4.186200142,0.038915094,4.262473583,4.109926701,7.5093855860000005,0.743307352,58.63959122,0.740795195,0.043377332000000005,0.7536900040000001,1.9723167419999998,0.315125644,1.001103282,0.483846247,0.41256687,0.227698103,0.117437035,1.628459215,114357494,2884858,115,1000000,30000.0,330.0,49.96,28.77,39.93,39.26,25.06,11.84
Finland,Western Europe,7.808700085,0.031156305,7.869766235,7.7476339339999996,10.63926697,0.954329729,71.9008255,0.949172199,-0.059482019000000004,0.19544458399999998,1.9723167419999998,1.285189509,1.499525905,0.961271405,0.66231674,0.159670442,0.477857262,2.7628350260000003,5539002,8564,18,303890,14000.0,82.75,75.88749999999999,28.87,53.63,60.38249999999999,86.6,117.9825
France,Western Europe,6.663799762999999,0.037576791,6.737450123000001,6.590149402999999,10.58422279,0.9371037480000001,73.80193328999998,0.8254676459999999,-0.13064196700000003,0.583521128,1.972316742,1.2681293490000003,1.458839178,1.0297142269999997,0.5140509010000001,0.11260770300000003,0.22730323700000007,2.0531983380000005,65244628,143783,119,547557,36527.0,92.0909090909091,74.89545454545456,26.673636363636366,52.06909090909091,65.27,74.46727272727273,99.23818181818181
Georgia,Commonwealth of Independent States,4.672599792,0.043417412999999995,4.757698059,4.5875015260000005,9.226100922,0.629033029,64.49520874,0.8016415240000001,-0.22892037,0.665944695,1.9723167419999998,0.847198069,0.7311939000000001,0.6946576240000001,0.485494107,0.047609735,0.174088076,1.69239831,3990681,-7598,57,69490,-10000.0,488.0,30.22,10.46,20.87,23.36,29.22,39.57
Germany,Western Europe,7.075799942000002,0.03560980400000001,7.145595074,7.006004810000002,10.7328186,0.8988744620000001,72.20201873999999,0.867371082,0.08017938599999998,0.45642203099999984,1.972316742,1.314184546,1.3685437440000001,0.9721148009999998,0.5642741319999998,0.25203770400000003,0.309362292,2.295249462,83730223,266897,240,348560,543822.0,170.1764705882353,68.82058823529412,28.275882352941178,49.62764705882353,52.337647058823514,66.16176470588235,127.12
Ghana,Sub-Saharan Africa,5.1479997630000005,0.058634609000000004,5.262923717,5.033075809,8.350645065,0.728601098,57.20398712,0.794796526,0.09417085300000001,0.8479647640000001,1.9723167419999998,0.575862467,0.96636796,0.432162255,0.47729006399999996,0.261291206,0.056570380999999996,2.378437281,30936375,655084,137,227540,-10000.0,300.0,57.23,36.27,47.31,50.61,35.26,14.15
Greece,Western Europe,5.514999866,0.046931833,5.606986046,5.423013687,10.13232613,0.8143803479999999,72.40525818,0.5413451189999999,-0.30090737300000003,0.8599314090000001,1.9723167419999998,1.128070116,1.168973565,0.979431748,0.17351634800000001,0.0,0.048844352,2.016179085,10433037,-50401,81,128900,-16000.0,288.0,59.205,12.004999999999999,36.855000000000004,44.205,60.365,51.16
Guatemala,Latin America and Caribbean,6.398900032,0.058398303,6.5133605,6.2844395639999995,8.924805641,0.8166214820000001,64.8089447,0.9081475729999999,-0.042938665,0.783237457,1.9723167419999998,0.7538157109999999,1.174267054,0.705952585,0.613146722,0.170611665,0.09836030000000001,2.882723093,17846248,334096,167,107160,-9215.0,362.0,44.39,14.77,30.37,39.08,34.49,39.76
Hungary,Central and Eastern Europe,6.000400066,0.039473221,6.077767372,5.923032760999999,10.24924374,0.9219341279999999,67.60997009,0.718964577,-0.19432301800000004,0.8929165009999999,1.9723167419999996,1.1643071170000001,1.423009396,0.8067938690000002,0.386401802,0.070491239,0.027548173,2.1218457219999998,9665192,-24328,107,90530,6000.0,399.0,40.06666666666667,11.643333333333333,26.613333333333333,31.00666666666667,31.513333333333335,53.70666666666667
Iceland,Western Europe,7.504499912000001,0.059615862,7.6213469510000005,7.387652874,10.77255917,0.9746695759999999,73.0,0.948891878,0.246944219,0.7117097379999999,1.9723167419999998,1.326501608,1.5475674869999998,1.000843406,0.661980748,0.362330228,0.14454077199999998,2.460688114,340795,2212,3,100250,380.0,7.0,112.57,57.4,86.45,98.53,127.87,94.21
India,South Asia,3.573299884999998,0.027702235000000013,3.627596378000003,3.5190033909999987,8.849823952000007,0.5922009349999997,60.21518706999997,0.8814448709999996,0.05755160699999996,0.7720426919999996,1.9723167419999987,0.7305761580000004,0.6441986560000003,0.5405701399999999,0.5811422470000003,0.23707248300000014,0.10558798199999996,0.7341308590000003,1377233523,13586631,464,2973190,-532687.0,517.6333333333333,24.423999999999992,6.095666666666667,15.74766666666667,23.683666666666667,18.05833333333333,74.81066666666669
Indonesia,Southeast Asia,5.285600185,0.047692381,5.379077435,5.1921229360000005,9.36975193,0.808379889,62.15584946,0.8706144090000001,0.519586504,0.876296401,1.9723167419999998,0.891720712,1.1548008920000001,0.610437036,0.568161428,0.542646527,0.038278612999999996,1.4795734880000002,272931713,2898047,151,1811570,-98955.0,418.8,37.858,9.196000000000002,24.290000000000003,39.968,18.874,30.720000000000006
Iran,Middle East and North Africa,4.672399998,0.05587802099999999,4.78192091,4.562879086000001,9.813719749,0.6946896909999999,66.00614929,0.647873282,0.11789110300000001,0.714635968,1.9723167419999998,1.029322505,0.8862711790000001,0.749053836,0.301195472,0.27697894,0.142651513,1.286969423,83771587,1079043,52,1628550,-55000.0,453.0,34.19,18.48,26.75,28.27,29.54,40.89
Iraq,Middle East and North Africa,4.7848000530000006,0.077791877,4.937272072,4.632328033,9.661095619,0.7476949690000001,59.90354919,0.633182645,-0.06956476,0.82226181,1.9723167419999998,0.9820187090000001,1.011466622,0.529350698,0.283588052,0.15300206800000002,0.073164992,1.752173662,40031626,912710,93,434320,7834.0,360.5,44.84,12.89,29.715000000000003,36.974999999999994,35.715,47.93
Ireland,Western Europe,7.093699932000001,0.039863452,7.171832085,7.01556778,11.16097832,0.9420815709999999,72.30078888,0.8869829770000001,0.145784974,0.357184172,1.9723167419999998,1.446886778,1.470596433,0.975670695,0.587779939,0.295426995,0.37343326200000004,1.943878174,4926480,55291,72,68890,23604.0,100.75,74.245,39.965,58.015,60.285000000000004,76.38250000000001,98.14500000000001
Israel,Middle East and North Africa,7.128600121,0.042515181,7.211929798,7.045270443,10.41752529,0.913571239,73.20025635,0.7475805879999999,0.10259372,0.78085506,1.9723167419999998,1.216463685,1.4032567740000002,1.008052945,0.42069947700000004,0.26686179600000004,0.09989845,2.713358402,8627444,136158,400,21640,10000.0,84.0,74.89500000000001,31.9425,54.56,58.1225,84.3325,98.085
Italy,Western Europe,6.3874001499999995,0.043288074,6.472244739999999,6.302555560999999,10.48183632,0.8898785709999999,73.60168456999999,0.6646519900000001,-0.04346099900000001,0.8734046820000002,1.972316742,1.236396074,1.3472959999999998,1.0225049259999999,0.321305573,0.17026621099999997,0.040145598,2.249505997,60479424,-88249,206,294140,148943.0,158.63636363636363,69.61999999999999,24.184545454545454,48.11181818181819,57.83454545454545,73.15545454545453,79.81181818181818
Jamaica,Latin America and Caribbean,5.889800072000001,0.12059043300000001,6.126157284,5.65344286,9.006250381000001,0.9157018659999999,67.09999847,0.8580685259999999,-0.12510676699999998,0.8888900279999999,1.9723167419999998,0.779058397,1.408289194,0.7884340879999999,0.553124607,0.116268493,0.030147785,2.214436531,2958567,12888,273,10830,-11332.0,232.0,64.59,15.89,41.54,64.91,41.79,29.03
Japan,East Asia,5.870800018,0.041391667,5.951927662,5.789672375,10.57968903,0.883545935,75.00096893,0.8099613790000001,-0.24691034899999997,0.654558063,1.9723167419999998,1.26672411,1.332338691,1.072881341,0.495465875,0.03571178,0.18143963800000001,1.4862003330000002,126552765,-383840,347,364555,71560.0,55.0,79.655,29.39,55.865,75.02,50.39,107.595
Jordan,Middle East and North Africa,4.6333999630000005,0.058751218,4.748552322,4.518247604,9.025999069,0.80216372,66.79975128,0.75104779,-0.162565202,0.700344324,1.9723167419999998,0.785179198,1.140118599,0.777624726,0.42485508299999997,0.091494769,0.151878625,1.262258053,10182442,101440,115,88780,10220.0,307.0,54.72,12.29,34.63,43.18,53.3,45.41
Kazakhstan,Commonwealth of Independent States,6.0578999520000005,0.043229785,6.1426301,5.973169803999999,10.11465836,0.934744895,64.60996246,0.811601937,-0.068488635,0.7644908429999999,1.9723167419999998,1.122594237,1.453267694,0.6987889409999999,0.497432142,0.15371379300000002,0.11046368599999999,2.021602631,18730568,225280,7,2699700,-18000.0,461.0,33.705,11.84,23.354999999999997,26.155,34.33,42.31
Kenya,Sub-Saharan Africa,4.583000183,0.067804985,4.715898037,4.450102329,8.02977562,0.702652037,60.09693146,0.829747558,0.294681519,0.831499159,1.9723167419999998,0.47641339899999996,0.905077755,0.536312759,0.519180536,0.39390209299999995,0.067201078,1.684904575,53521116,1197323,94,569140,-10000.0,381.0,41.76,13.17,28.23,36.97,35.98,30.62
Latvia,Central and Eastern Europe,5.9499998089999995,0.034838136,6.018282413,5.881717205,10.17531967,0.9182885890000001,66.8074646,0.671237648,-0.186888844,0.7955800890000001,1.9723167419999998,1.14139545,1.414398789,0.7779024240000001,0.329198807,0.075407945,0.090391524,2.121283054,1890218,-20545,30,62200,-14837.0,323.0,50.82,13.56,33.18,36.36,47.56,56.56
Lebanon,Middle East and North Africa,4.771500111,0.043753985,4.857257843,4.6857423780000005,9.3617239,0.824338138,67.10658264,0.5513575079999999,-0.06121527,0.90225625,1.9723167419999998,0.889232516,1.19249332,0.7886711359999999,0.18551667,0.158524141,0.021518147,1.53554225,6831445,-30268,667,10230,-30012.0,275.0,60.79,32.31,47.31,42.01,64.39,54.43
Lithuania,Central and Eastern Europe,6.215499877999999,0.044193108,6.302118301,6.128881453999999,10.34362602,0.926107109,67.29407501,0.747381449,-0.21972529600000001,0.809583843,1.9723167419999996,1.193559647,1.4328657390000001,0.7954211829999999,0.42046079,0.053691040999999995,0.081350274,2.2381460669999997,2729553,-37338,43,62674,-32780.0,347.3333333333333,47.056666666666665,13.19,31.02333333333333,35.29,44.55666666666667,60.32
Luxembourg,Western Europe,7.2375001910000005,0.030851794,7.297969817999999,7.177030563,11.45068073,0.9069122079999999,72.59999847,0.90563643,-0.004620588,0.367084295,1.9723167419999998,1.536676049,1.3875284190000001,0.986442685,0.610137045,0.19595392,0.367041469,2.153700352,623861,10249,242,2590,9741.0,22.0,86.85,61.31,74.76,70.75,99.49,120.25
Malaysia,Southeast Asia,5.384300232,0.04880269599999999,5.479953289,5.288647175,10.26251888,0.8165094259999999,67.10215759,0.8946268560000001,0.11472679699999999,0.8393023009999999,1.972316742,1.168421626,1.17400229,0.7885118720000001,0.596941531,0.274886161,0.06216313299999999,1.3194208149999997,32280610,416222,99,328550,50000.0,370.85714285714283,43.16428571428571,10.780000000000001,27.837142857142858,44.61571428571428,23.25142857142857,66.44857142857143
Maldives,South Asia,5.197599888,0.07198540099999999,5.338691235,5.056508541,9.518632889,0.91316092,70.59999847,0.8539627790000001,0.038085497999999995,0.824211061,1.9723167419999998,0.9378643040000001,1.402287602,0.9144395590000001,0.548203647,0.224198252,0.071906492,1.098674774,538558,9591,1802,300,11370.0,145.0,70.45,31.96,52.23,71.79,39.36,28.32
Malta,Western Europe,6.772799968999999,0.042958103,6.856997967000001,6.688601971000001,10.53383827,0.93037951,72.19999695,0.9249114390000001,0.214965805,0.658547282,1.9723167419999998,1.2525132890000001,1.442956924,0.9720420240000001,0.633239031,0.341180831,0.17886407699999998,1.9520120619999999,441308,1171,1380,320,900.0,146.0,70.33,35.72,53.94,55.05,82.28,70.43
Mexico,Latin America and Caribbean,6.465000152999999,0.048122469,6.559319973,6.370680332,9.797797203,0.8386654260000002,68.29902649,0.8587092759999999,-0.17526662299999998,0.8068215849999999,1.9723167419999998,1.0243874789999998,1.226333499,0.8316010240000001,0.553892553,0.083094485,0.083133668,2.6625401969999998,128655589,1357224,66,1943950,-60000.0,479.55555555555554,31.435555555555553,10.703333333333335,21.62333333333333,27.56111111111111,28.86,56.08555555555556
Moldova,Commonwealth of Independent States,5.607500076,0.042275578,5.690360069,5.5246400829999995,8.776714325,0.843313575,65.01301575,0.721609175,-0.037741039,0.913314283,1.9723167419999998,0.7079167959999999,1.237312198,0.713299453,0.38957148799999997,0.174049184,0.014378743999999999,2.370968342,4035814,-9300,123,32850,-1387.0,463.0,33.75,8.66,21.87,25.05,30.43,32.92
Mongolia,East Asia,5.4562001229999995,0.040313236,5.535213947000001,5.377186298,9.412186623,0.9371424909999999,62.30448532,0.693351328,0.09809386699999999,0.863511205,1.9723167419999998,0.904872775,1.4589306119999998,0.6157881620000001,0.355703115,0.26388573600000004,0.046533125999999994,1.8105275630000002,3267320,53123,2,1553560,-852.0,455.0,34.16,9.46,22.47,31.33,24.29,33.64
Montenegro,Central and Eastern Europe,5.54610014,0.04898582,5.642112255,5.450088023999999,9.751860619,0.855314612,68.50534821,0.649565637,-0.075600356,0.7831215859999999,1.9723167419999998,1.010150075,1.265657902,0.839028895,0.303223848,0.14901033,0.09843511099999999,1.880565882,628050,79,47,13450,-480.0,400.0,39.83,9.68,25.56,29.54,34.44,52.16
Morocco,Middle East and North Africa,5.094799995,0.05565045,5.203875065,4.9857249260000005,8.940313339,0.5926284789999999,65.89624023,0.772072434,-0.240377247,0.8157246109999999,1.9723167419999998,0.75862211,0.6452084779999999,0.745096922,0.45005413899999996,0.040032551,0.07738560400000001,2.378402472,36820713,438791,83,446300,-51419.0,424.0,37.135000000000005,14.36,26.35,30.85,27.53,43.485
Namibia,Sub-Saharan Africa,4.571100235,0.060983475,4.690628052,4.4515724180000005,9.203141212,0.846880972,56.50148773,0.767520964,-0.18530646,0.8514497879999999,1.9723167419999998,0.84008199,1.2457381490000001,0.40687117,0.44459897299999995,0.076454483,0.054320343,1.5030331609999998,2531290,46375,3,823290,-4806.0,354.0,45.84,20.34,33.77,40.21,43.45,55.74
Nepal,South Asia,5.137199879,0.057692084000000005,5.250276566,5.024123192,7.925357342000001,0.785512447,63.77917862,0.797565043,0.154168829,0.7380991579999999,1.9723167419999998,0.444050372,1.100789309,0.66887939,0.480608255,0.300971806,0.127502963,2.014386892,29027347,528098,203,143350,41710.0,477.0,31.89,5.15,19.23,27.07,20.72,26.48
Netherlands,Western Europe,7.448900223000001,0.02779175,7.5033721920000005,7.394428253,10.812711719999998,0.93913883,72.30091858000002,0.9085478189999999,0.20761244000000006,0.364717126,1.972316742,1.338946342,1.4636459350000002,0.975675344,0.6136264799999999,0.336317569,0.36856976199999997,2.352117062,17127290,37742,508,33720,16000.0,81.5,75.35125,36.269999999999996,56.85125000000001,58.05,83.225,103.93125
New Zealand,North America and ANZ,7.2996001239999995,0.039465468,7.376952648,7.222247601000001,10.50094318,0.9491189720000002,73.20262909,0.9362174870000001,0.191598073,0.22113885,1.9723167419999998,1.242317915,1.48721838,1.008138299,0.646789908,0.325726211,0.46126827600000003,2.128108025,4814272,39170,18,263310,14881.0,122.4,72.09,30.756,52.524,62.65,67.19200000000001,111.822
Nigeria,Sub-Saharan Africa,4.724100113,0.05211626,4.826248168999999,4.621952057,8.57662487,0.73721689,49.86190796,0.759578407,0.033745807,0.861874342,1.9723167419999998,0.645901859,0.986717939,0.16783593600000002,0.435079455,0.221328124,0.047589935,2.2196354869999997,205052107,5175990,226,910770,-60000.0,470.0,33.33,30.24,31.86,27.68,27.83,19.41
Norway,Western Europe,7.487999916000001,0.034837384,7.55628109,7.419718742000001,11.08780384,0.952486575,73.20078278,0.955750287,0.13453263,0.26321819399999996,1.9723167419999998,1.42420733,1.4951725009999999,1.0080718990000002,0.670200884,0.287985086,0.43410056799999996,2.168266296,5412632,42384,15,365268,28000.0,10.75,105.185,41.67,75.11999999999999,89.7775,121.44250000000001,109.5475
Pakistan,South Asia,5.69329977,0.048216224,5.78780365,5.598795890999999,8.482727051,0.689062297,58.25313567999999,0.734833717,0.04489987,0.7457054259999999,1.9723167419999996,0.616799474,0.872979581,0.46993324200000003,0.405421734,0.22870506300000001,0.122592121,2.976876736,219992900,4327022,287,770880,-233379.0,513.3333333333334,25.19666666666667,6.3,16.253333333333334,22.340000000000003,20.296666666666667,42.17333333333333
