Country,Regional indicator,Ladder score,Standard error of ladder score,upperwhisker,lowerwhisker,Logged GDP per capita,Social support,Healthy life expectancy,Freedom to make life choices,Generosity,Perceptions of corruption,Ladder score in Dystopia,Explained by: Log GDP per capita,Explained by: Social support,Explained by: Healthy life expectancy,Explained by: Freedom to make life choices,Explained by: Generosity,Explained by: Perceptions of corruption,Dystopia + residual,Population (2020),Net Change,Density (P/Km²),Land Area (Km²),Migrants (net),Rank,Cost of Living Index,Rent Index,Cost of Living Plus Rent Index,Groceries Index,Restaurant Price Index,Local Purchasing Power Index
Panama,Latin America and Caribbean,6.304800033999999,0.059724930999999995,6.421860695,6.187739372,10.03423405,0.902094483,69.60301208,0.880366504,-0.153927714,0.851588905,1.9723167419999998,1.097667813,1.3761492969999998,0.878546536,0.57984978,0.097207308,0.054230525999999994,2.221176147,4300667,68328,58,74340,11200.0,306.0,54.91,30.02,43.13,48.72,56.33,43.49
Paraguay,Latin America and Caribbean,5.6921000479999995,0.051957864000000006,5.793937682999999,5.590262413,9.389982224,0.8987278940000001,65.63993835,0.885923445,0.007997713,0.8347885009999999,1.9723167419999998,0.897990823,1.36819756,0.7358696459999999,0.586510062,0.20429924100000002,0.065077379,1.83412528,7114524,87902,18,397300,-16556.0,468.0,33.49,10.53,22.62,26.16,26.26,37.3
Peru,Latin America and Caribbean,5.796800137000001,0.061311204,5.916970253,5.67663002,9.456313133,0.8310752509999999,68.10023499,0.8247660990000001,-0.16238822,0.8937149640000001,1.9723167419999998,0.91854918,1.208405972,0.824444175,0.513210058,0.091611817,0.02703266,2.213499546,32876986,461401,26,1280000,99069.0,385.0,41.47,15.51,29.18,36.03,31.08,39.34
Philippines,Southeast Asia,6.006000042,0.049858402,6.1037225720000015,5.908277512000001,8.993545532,0.8467300529999999,61.926761629999994,0.915463448,-0.10546300600000001,0.7336341140000001,1.972316742,0.7751206759999999,1.2453817130000002,0.602189481,0.6219151620000001,0.12926021199999996,0.13038572699999998,2.501741886,109280343,1464463,368,298170,-67152.0,430.6666666666667,37.31166666666667,12.055,25.356666666666666,35.225,21.185,29.790000000000003
Poland,Central and Eastern Europe,6.186299801000001,0.03550016499999999,6.255880356,6.1167192460000015,10.26512432,0.8742574449999997,69.31113433999998,0.8620557790000002,-0.20508407099999995,0.6869270209999999,1.972316742,1.1692291499999998,1.310399771,0.868038476,0.5579035279999999,0.06337424400000001,0.16054125099999997,2.0567979809999994,37854825,-41157,124,306230,-29395.0,404.8181818181818,39.227272727272734,15.114545454545453,27.81181818181818,29.525454545454544,33.78181818181818,71.30636363636364
Portugal,Western Europe,5.9109001160000005,0.053158198000000004,6.015089989,5.8067102429999995,10.26374245,0.8865907190000002,72.40202332,0.8887478109999998,-0.22071430100000003,0.8926295040000001,1.9723167419999998,1.168800831,1.3395303490000001,0.9793152810000001,0.5898951889999999,0.053036947,0.027733466000000002,1.752558708,10202571,-29478,111,91590,-6000.0,322.6,51.022000000000006,19.212000000000003,35.965999999999994,39.83,40.779999999999994,61.145999999999994
Romania,Central and Eastern Europe,6.1237001420000015,0.047432564,6.216668128999999,6.030732155000001,10.107584000000001,0.825161517,67.20723724000001,0.8428232070000001,-0.19781520999999996,0.9343002439999999,1.9723167419999998,1.1204016209999996,1.1944381,0.79229486,0.5348523260000001,0.06818161899999998,0.0008295689999999998,2.412749767,19262731,-126866,84,230170,-73999.0,429.2,36.687,9.781000000000002,23.952000000000005,28.971999999999998,32.125,56.638999999999996
Russia,Commonwealth of Independent States,5.546000004,0.039609671000000006,5.623634815000002,5.468365192,10.128871919999998,0.9031507370000001,64.10045623999999,0.7298926120000001,-0.15115374300000003,0.8648025990000002,1.972316742,1.1269996169999998,1.378644109,0.6804459099999999,0.399499595,0.099041916,0.045699362000000014,1.8157167429999996,145922010,62206,9,16376870,182456.0,443.0,35.559999999999995,12.116666666666665,24.46416666666666,28.480000000000004,36.19583333333333,48.42166666666666
Saudi Arabia,Middle East and North Africa,6.406499863,0.056533612000000004,6.517305851000001,6.2956938739999995,10.79781246,0.874067068,66.30514526,0.854191244,-0.16869506199999998,0.682619512,1.9723167419999998,1.334328532,1.309950113,0.759818137,0.548477471,0.087440684,0.163322315,2.203118801,34701377,545343,16,2149690,134979.0,331.25,49.532500000000006,13.2375,32.349999999999994,39.9025,34.145,123.6
Serbia,Central and Eastern Europe,5.77820015,0.050712325,5.877596378,5.678803921,9.680980682000001,0.881475747,68.21020508,0.726495862,-0.073676221,0.8435090180000001,1.9723167419999996,0.9881818290000001,1.327448964,0.828403294,0.395428419,0.15028289,0.059447147,2.0290400980000003,8744288,-34864,100,87460,4000.0,431.6666666666667,36.553333333333335,8.069999999999999,23.069999999999997,26.783333333333335,30.78333333333333,44.07333333333333
Singapore,Southeast Asia,6.377099991000001,0.033258967,6.442287445,6.311912537,11.39552116,0.9102689620000001,76.80458069,0.926645339,0.029879224,0.109784193,1.9723167419999998,1.519580126,1.39545691,1.137814283,0.635317206,0.21877090600000001,0.533162236,0.9370317459999999,5840996,46005,8358,700,27028.0,38.0,80.4,60.38,70.92,66.82,59.4,99.15
Slovakia,Central and Eastern Europe,6.280600071,0.03889757,6.35683918,6.204360962000001,10.34774971,0.9224937559999999,68.90634155,0.7499526740000001,-0.12440930300000001,0.918096125,1.9723167419999998,1.194837689,1.424331188,0.853465259,0.423542529,0.11672977400000001,0.011291441000000001,2.256422043,5459116,2629,114,48088,1485.0,343.5,47.455,18.79,33.885,38.2,38.16,66.905
Slovenia,Central and Eastern Europe,6.363399982000001,0.043841314000000006,6.449328899,6.277471066,10.39232254,0.939575672,71.1029892,0.936142623,-0.080603383,0.817071021,1.9723167419999998,1.208652496,1.464677691,0.932548046,0.646700144,0.145701498,0.076516323,1.888586521,2078881,284,103,20140,2000.0,318.0,52.82,14.950000000000001,34.894999999999996,41.53,46.205,84.03
South Africa,Sub-Saharan Africa,4.814099789,0.060023591,4.931746006,4.696453571,9.403370857,0.8525322679999998,56.50601196,0.7593300940000001,-0.109777324,0.8434238429999998,1.9723167419999998,0.9021404390000001,1.259086251,0.407034069,0.43478182,0.12640684800000002,0.05950214,1.625117302,59154802,750420,49,1213090,145405.0,377.0,42.574,16.7,30.326,33.212,41.182,88.26400000000001
South Korea,East Asia,5.872399807000001,0.044085015,5.958806515,5.785993099,10.51056671,0.7993871570000001,73.60272979999999,0.6129651070000001,-0.043404032,0.789067447,1.9723167419999998,1.245300651,1.133560538,1.0225425959999999,0.25935635,0.17030386600000003,0.09459628199999999,1.946757078,51260395,43877,527,97230,11731.0,32.0,81.96,33.01,58.79,93.57,50.34,102.63
Spain,Western Europe,6.400899887,0.04230036999999998,6.483808517000001,6.317991257000002,10.462926859999998,0.9211254120000002,74.40270996000001,0.7519895429999999,-0.050961714000000005,0.765859902,1.972316742,1.2305352690000002,1.4210991859999995,1.0513430829999997,0.42598381599999996,0.16530548,0.10957977900000002,1.9970884319999995,46751175,18002,94,498800,40000.0,302.0,55.10727272727272,21.535454545454545,39.21636363636364,43.14636363636363,55.53818181818181,86.4190909090909
Sri Lanka,South Asia,4.327000141,0.053085525,4.431047916,4.222952366,9.389969826,0.825374067,67.20006561,0.837633669,0.081129618,0.859001756,1.9723167419999998,0.897986948,1.19494009,0.792036712,0.528632462,0.25266614600000004,0.049444564,0.611288548,21395196,89516,341,62710,-97986.0,436.0,36.0,10.87,24.11,37.8,21.2,27.54
Sweden,Western Europe,7.353499889,0.036234196,7.424519062000001,7.282480717,10.75879383,0.926311195,72.60076904,0.939144194,0.111614622,0.250880182,1.9723167419999998,1.322235227,1.4333477019999998,0.9864704609999999,0.6502977010000001,0.272827893,0.442066371,2.246299267,10086531,62886,25,410340,40000.0,150.25,70.4725,30.2575,51.432500000000005,59.942499999999995,77.38499999999999,116.86749999999999
Switzerland,Western Europe,7.559899807000001,0.035014171000000004,7.628527640999999,7.491271972999999,10.97993279,0.942846596,74.10244751,0.921336651,0.105911039,0.3037284310000001,1.972316742,1.39077425,1.4724034069999998,1.040533185,0.62895447,0.269055754,0.407945901,2.3502674100000003,8641786,63257,219,39516,52000.0,4.666666666666667,120.63166666666667,52.845,88.54333333333334,115.935,122.38833333333334,132.77666666666667
Tanzania,Sub-Saharan Africa,3.4762001039999997,0.06320975,3.600091219,3.352308989,7.967665195,0.6889331940000001,57.49607468,0.82153976,0.10966868699999999,0.619799435,1.9723167419999998,0.457163125,0.872674644,0.442677855,0.5093430879999999,0.27154091,0.20388086100000002,0.718963385,59368313,1728755,67,885800,-40076.0,363.0,44.33,22.22,33.87,30.77,32.43,29.36
Thailand,Southeast Asia,5.9987998010000005,0.042596295,6.082288742,5.91531086,9.741791725,0.8899732229999999,67.25059509,0.905063033,0.268685192,0.8862723109999999,1.9723167419999998,1.007029295,1.3475195169999998,0.7938558459999999,0.609449804,0.376709014,0.031837862,1.8323841090000001,69764925,174396,137,510890,19444.0,356.25,45.9125,17.7975,32.605000000000004,47.394999999999996,26.5625,41.19
Tunisia,Middle East and North Africa,4.392199993,0.049670532,4.489554405,4.294845581000001,9.314972877999999,0.6887185570000001,66.89785767,0.593361557,-0.216413811,0.867590249,1.9723167419999998,0.874742687,0.8721677059999999,0.781156719,0.23586055600000003,0.055881143,0.043899573,1.528496742,11793319,123900,76,155360,-4000.0,506.0,26.53,6.83,17.21,24.26,15.87,35.51
Turkey,Middle East and North Africa,5.131800175,0.039838459,5.20988369,5.05371666,10.12941933,0.8263135550000001,66.90281677,0.6088304520000001,-0.17104643600000002,0.748197377,1.9723167419999998,1.127169251,1.197159171,0.781335294,0.25440076,0.08588556900000001,0.120983243,1.5648167130000001,84153250,909452,110,769630,283922.0,450.8,34.83,7.49,21.892000000000003,29.514,25.086000000000002,58.25
Uganda,Sub-Saharan Africa,4.43200016,0.068495452,4.566251278,4.2977490430000005,7.500389576,0.7649946209999999,55.70820236,0.7317139509999999,0.099487431,0.8367378120000001,1.9723167419999998,0.31233742800000003,1.052327394,0.378311664,0.401682556,0.264807373,0.063818842,1.9586710930000002,45427637,1471413,229,199810,168694.0,482.0,31.51,9.36,21.02,25.6,25.09,24.38
Ukraine,Commonwealth of Independent States,4.56069994,0.049683895,4.658080578,4.4633193019999995,9.010690689,0.8788793679999999,64.60678101,0.663081884,-0.030933706000000002,0.9206367140000001,1.972316742,0.7804346080000001,1.321316481,0.6986743809999999,0.319423705,0.17855131600000004,0.00965116,1.2526693340000001,43785122,-259876,75,579320,10000.0,501.5,27.549999999999997,9.104999999999999,18.816666666666666,20.51,21.941666666666666,32.91833333333333
United Arab Emirates,Middle East and North Africa,6.790800094999999,0.040698379,6.8705687520000005,6.711031437,11.1099987,0.8491811159999999,67.08278656,0.941345513,0.12345084499999999,0.594502211,1.9723167419999996,1.4310864209999998,1.251170993,0.787814438,0.652936101,0.28065598,0.220213518,2.166965961,9865845,119873,118,83600,40000.0,299.3333333333333,56.23666666666667,45.203333333333326,51.01333333333334,43.29,52.78333333333334,124.07000000000001
United Kingdom,Western Europe,7.1645002369999995,0.03716190900000001,7.237337588999998,7.091662883999995,10.600134850000002,0.9366828200000006,72.30160522000004,0.8347436789999998,0.26373249300000007,0.4359159170000004,1.9723167419999985,1.2730610370000002,1.457844973,0.9757000799999995,0.5251686569999999,0.373433441,0.32260164600000013,2.2367219919999997,67814098,355839,281,241930,260650.0,181.19354838709677,67.78193548387097,30.867419354838706,50.308387096774204,52.352258064516114,76.44354838709677,114.47258064516129
United States,North America and ANZ,6.9395999910000015,0.047316168000000026,7.032339573000001,6.846860408999993,10.925768849999999,0.9142190219999997,68.29949950999995,0.8426195380000003,0.14989173399999992,0.6997153159999996,1.972316742,1.3739868400000004,1.4047867060000012,0.8316180110000003,0.5346082450000003,0.29814305899999965,0.15228474099999992,2.344124793999999,330610570,1937734,36,9147420,954806.0,64.91111111111111,79.19311111111112,54.738666666666674,67.61688888888891,76.29888888888891,79.122,121.96933333333335
Uruguay,Latin America and Caribbean,6.440100192999999,0.045419082,6.529121399,6.351078987,9.948192596,0.92281127,69.00254822,0.892395437,-0.101103112,0.635994136,1.9723167419999998,1.071000457,1.425081134,0.856928885,0.59426707,0.132143691,0.19342507399999997,2.167276382,3471314,11996,20,175020,-3000.0,295.0,58.05,17.98,39.09,44.97,56.33,50.08
Uzbekistan,Commonwealth of Independent States,6.257599831,0.05422755,6.36388588,6.151313782000001,8.740371704,0.926595807,65.10757446,0.974998116,0.248427153,0.501497388,1.9723167419999998,0.6966529490000001,1.4340200419999998,0.716703713,0.6932703259999999,0.36331102299999996,0.280260265,2.073346615,33368859,487487,79,425400,-8863.0,490.0,29.94,9.43,20.23,24.99,21.66,25.17
Venezuela,Latin America and Caribbean,5.053199768,0.06428051,5.179189682,4.927209854,8.977793693999999,0.890408158,66.50534058,0.62327832,-0.16909050899999997,0.837038398,1.9723167419999998,0.7702386379999999,1.3485468630000002,0.76702553,0.271717221,0.08717915400000001,0.06362477700000001,1.74484086,28451828,-79889,32,882050,-653249.0,500.0,27.82,8.43,18.64,28.4,23.63,4.18
Vietnam,Southeast Asia,5.353499889,0.033800762000000005,5.41974926,5.287250519,8.809545517,0.849987149,67.95273590000001,0.939592957,-0.094533332,0.79642123,1.9723167419999998,0.718092382,1.253074765,0.819133997,0.650835574,0.136488721,0.089848459,1.685977936,97160127,876473,314,310070,-80000.0,416.0,38.08,14.735,27.03,36.08,20.305,37.22
Zimbabwe,Sub-Saharan Africa,3.2992000580000003,0.058674462000000004,3.414201975,3.1841981410000004,7.865711688999999,0.7630927559999999,55.61725998,0.711457908,-0.072063953,0.81023699,1.9723167419999998,0.425564021,1.0478352309999999,0.375037611,0.37740472,0.151349187,0.080928579,0.841031075,14818157,217456,38,386850,-116858.0,343.0,47.78,13.31,31.46,40.14,34.75,27.7
